Batch,No,Param:max length,Param:max length,Param:max freq,Param:guest word count,All word count,Seed word,Seed word freq,Seed word len,Sum freq of the other words,Sum len of the other words,Freq factor,Count factor,Len factor,Difficulty,The other words
13,180,5,11,7500,14,29,performance,1438,11,91111,161,92549,406,1771,66545137274,france;force;former;peace;corner;roman;career;perform;frame;ocean;refer;emperor;reform;opera;romance;prefer;farmer;compare;cream;fence;canoe;encore;cameron;armor;enforce;prone;manor;nearer
13,194,5,11,7500,14,30,universal,1552,9,118200,150,119752,420,1350,67899384000,value;lines;silver;lives;learn;rules;israel;raise;alive;slave;nurse;virus;arise;rival;ruins;alien;evans;risen;venus;liver;veins;nails;varies;rivals;slain;lanes;rains;rails;learns
13,172,5,11,7500,14,29,permission,1293,10,108156,163,109449,406,1630,72431159220,person;persons;mission;press;prison;noise;promise;minor;prime;poems;simon;impression;roses;senior;opens;moses;mines;promises;rises;prose;risen;sermon;impose;inspire;simpson;spies;prone;pines
13,164,5,11,7500,14,31,discovered,1198,10,95745,175,96943,434,1750,73628208500,service;voice;covered;drive;served;cover;serve;desire;score;discover;derived;desired;decide;voices;drove;codes;verse;device;covers;dried;divorce;drives;derive;deeds;diverse;cried;creed;divers;cries;reside
13,169,5,11,7500,14,32,introduced,1235,10,92908,184,94143,448,1840,77603957760,under;united;round;court;turned;direct;tried;credit;notice;count;route;noted;editor;noticed;outer;doctrine;tired;induced;introduce;counted;counter;reduction;dried;cited;rounded;cried;ruined;crude;induce;unite;inter
13,161,5,11,7500,14,39,otherwise,1153,9,80359,202,81512,546,1818,80911093536,their;there;other;these;where;those;three;white;others;short;either;whose;wrote;write;horse;worth;trees;store;sweet;shore;tower;worst;throw;worse;writes;sheet;threw;shirt;heroes;towers;theories;tries;throws;shower;sheer;whites;esther;wrist
13,187,5,11,7500,14,38,resolution,1516,10,119890,199,121406,532,1990,1.2853E+11,until;result;lines;stone;rules;louis;notes;store;route;silent;noise;turns;listen;solution;loose;outer;nurse;roots;tools;suite;stolen;senior;stern;tones;tries;outline;louise;ruins;lions;sooner;stole;risen;units;routes;unite;inter;insult
13,189,5,11,7500,14,34,increasing,1529,10,150192,181,151721,476,1810,1.30717E+11,since;range;grace;rising;raise;inner;raising;races;anger;acres;grain;rings;reign;arise;singer;racing;ranges;arising;risen;gains;annie;ascii;cares;earning;cries;agnes;insane;cigar;grains;craig;resign;rains;earnings
13,176,5,11,7500,14,44,materials,1353,9,138314,227,139667,616,2043,1.75769E+11,times;terms;least;later;miles;master;material;trial;stream;israel;raise;metal;trail;email;maria;marie;tears;smile;steam;items;rates;tales;smart;merit;arise;alarm;trials;alter;areas;tries;steal;males;alert;armies;realm;altar;meals;martial;teams;merits;aerial;malta;rails
13,181,5,11,7500,14,38,interesting,1458,11,135674,221,137132,532,2431,1.77352E+11,interest;street;green;enter;entire;trees;seeing;setting;sitting;rising;inner;entering;engine;string;intense;rings;reign;intent;stern;engines;tries;enters;singer;siege;tiger;internet;genre;resting;risen;ernest;tents;tennis;testing;steering;irene;inter;resign
13,170,5,11,7500,14,53,importance,1277,10,172492,295,173769,742,2950,3.80363E+11,point;certain;action;price;remain;prince;train;roman;notice;meant;crime;print;martin;ocean;income;creation;permit;minor;prime;marie;piano;romantic;paint;opera;romance;trace;parent;maine;marine;merit;compare;cream;actor;reaction;retain;topic;painter;carpet;import;ratio;canoe;patron;cameron;panic;marion;monte;poetic;cairo;inter;pirate;prone;manor
13,191,5,11,7500,14,72,operations,1534,10,245147,395,246681,1008,3950,9.82185E+11,point;person;parts;reason;paris;points;stone;spent;train;spain;notes;parents;store;parties;portion;troops;print;operation;saint;prison;raise;noise;sport;priest;praise;tears;piano;roots;paint;opera;parent;rates;spare;spite;arise;senator;portions;strain;strip;retain;senior;opens;stern;tones;ports;poets;persian;painter;trains;arose;tries;poison;pairs;ratio;sooner;prose;risen;patron;prints;troop;spear;pains;trips;inter;persia;paste;pirate;prone;painters;pines;rains
13,153,5,11,7500,14,73,established,777,11,277418,397,278195,1022,4367,1.2416E+12,these;death;least;table;based;ideas;details;disease;sides;heads;basis;ladies;steel;besides;aside;leads;sites;ideal;establish;dates;detail;seats;sheet;tables;beside;sales;tales;beast;stable;debate;shield;listed;seeds;blessed;habit;shade;habits;lists;deaths;dealt;sheets;seated;lasted;steal;blade;sealed;dishes;blast;deals;ashes;sailed;debts;heated;slide;heels;hated;shades;bless;edith;lease;eldest;bliss;bases;beads;ideals;beasts;seals;isabel;sails;abide;halted;shields
13,155,5,11,7500,14,98,description,952,11,325446,579,326398,1372,6369,2.85215E+12,since;second;point;person;period;section;points;stone;direct;tried;price;spirit;spent;direction;prince;posted;inside;copies;notes;credit;store;consider;cities;notice;print;edition;decision;printed;noted;prison;score;noise;editions;spend;corps;pride;editor;sport;pointed;priest;inspired;noticed;directions;prices;codes;doctrine;spite;tired;periods;stored;strip;senior;opens;stern;tones;ports;poets;topic;scope;drops;crops;copied;cents;escort;tries;indirect;periodic;coins;cited;crest;princes;deposit;prose;pedro;risen;depot;discretion;cried;precision;respond;editors;prints;indies;tends;poetic;notices;corpse;inspector;inspire;cries;trips;spider;scent;inter;sector;prone;pines
14,252,5,12,8000,16,17,wonderful,2203,9,31479,85,33682,272,765,7008550560,would;under;world;found;round;lower;owner;older;wonder;flower;owned;wound;ruled;founder;flour;refund
14,235,5,12,8000,16,16,confirmed,1970,9,39904,87,41874,256,783,8393559552,friend;force;modern;forced;formed;crime;informed;income;minor;fired;inform;confirm;cried;demon;remind
14,257,5,12,8000,16,16,absolute,2270,8,52436,78,54706,256,624,8738955264,about;least;table;boats;tables;abuse;tales;beast;stable;steal;blast;subtle;stole;tubes;slate
14,237,5,12,8000,16,16,research,2016,8,58193,80,60209,256,640,9864642560,search;share;reach;career;races;acres;chase;crash;reaches;cease;sheer;cares;cheer;hears;arches
14,218,5,12,8000,16,17,relation,1763,8,55922,85,57685,272,680,10669417600,later;alone;learn;train;trial;latin;trail;retain;alter;alert;alien;oriental;ratio;learnt;inter;tenor
14,278,5,12,8000,16,17,movements,2440,9,48052,87,50492,272,783,10753584192,events;seven;stone;movement;moment;event;notes;moments;votes;moves;meets;tones;steve;monte;stove;tense
14,241,5,12,8000,16,17,internal,2063,8,57630,84,59693,272,672,10910925312,later;learn;train;trial;latin;trail;inner;retain;alter;alert;alien;annie;linen;lantern;learnt;inter
14,254,5,12,8000,16,18,reaching,2235,8,51090,90,53325,288,720,11057472000,change;charge;reach;chair;range;china;hearing;grace;chain;anger;grain;reign;racing;henri;cigar;craig;rhine
14,291,5,12,8000,16,17,resolved,2575,8,60388,86,62963,272,688,11782643968,served;serve;older;loved;loves;lover;drove;verse;elder;lovers;lords;resolve;solved;elders;lever;dover
14,275,5,12,8000,16,17,suitable,2422,8,63223,85,65645,272,680,12141699200,least;table;built;tables;abuse;tales;beast;suite;stable;steal;blast;subtle;isabel;tubes;albeit;slate
14,264,5,12,8000,16,16,carefully,2317,9,61304,84,63621,256,756,12312953856,early;really;clear;fully;clearly;careful;recall;cruel;layer;clare;rally;fuller;cellar;alley;laurel
14,222,5,12,8000,16,17,discovery,1809,9,58707,89,60516,272,801,13184741952,voice;drive;cover;score;discover;voices;drove;codes;covers;divorce;drives;ivory;cried;divers;cries;dover
14,253,5,12,8000,16,18,branches,2208,8,63675,90,65883,288,720,13661498880,search;share;reach;branch;beach;bears;races;acres;chase;bench;breach;crash;cares;beans;hears;barnes;arches
14,277,5,12,8000,16,18,presents,2437,8,62018,92,64455,288,736,13662397440,present;sense;peter;enter;spent;trees;press;steps;stern;steep;enters;ernest;rests;peers;tense;serpent;peters
14,295,5,12,8000,16,16,appointment,2592,11,54268,86,56860,256,946,13770127360,point;nation;meant;patient;mention;piano;paint;maine;intent;patent;annie;monte;tenant;appoint;potent
14,224,5,12,8000,16,18,regarding,1831,9,55840,93,57671,288,837,13901940576,grand;reading;garden;range;regard;danger;gained;ridge;anger;grain;reign;grade;rider;edgar;daring;drain;ranged
14,232,5,12,8000,16,17,maintained,1904,10,57746,91,59650,272,910,14764568000,indian;named;india;meant;maintain;indiana;maine;admit;animated;maiden;aimed;diana;intend;annie;media;dante
14,287,5,12,8000,16,17,corporation,2544,11,56138,85,58682,272,935,14924006240,point;action;train;portion;print;prior;piano;paint;actor;topic;ratio;patron;panic;troop;cairo;option
14,269,5,12,8000,16,21,gathered,2360,8,53243,106,55603,336,848,15842851584,there;great;three;death;heart;earth;trade;heard;agreed;agree;gather;thread;grade;eager;header;hatred;edgar;heated;hated;hedge
14,233,5,12,8000,16,16,experienced,1941,11,63245,87,65186,256,957,15970048512,experience;price;piece;prince;pride;deeper;index;exceed;decree;cried;pierce;creed;expired;irene;niece
14,245,5,12,8000,16,17,residence,2140,9,76478,86,78618,272,774,16551290304,since;scene;needs;desire;screen;dense;decree;risen;cried;creed;cries;sincere;irene;reside;niece;seine
14,279,5,12,8000,16,16,recognition,2456,11,68385,83,70841,256,913,16557525248,region;notice;origin;inner;notion;reign;oregon;tiger;negro;ignore;norton;noting;inter;congo;tenor
14,226,5,12,8000,16,20,equivalent,1837,10,51176,99,53013,320,990,16794518400,until;leave;value;quite;native;event;queen;equal;latin;alive;quiet;vital;avenue;eaten;alien;antique;unite;vault;venue
14,292,5,12,8000,16,19,commander,2579,9,64881,99,67460,304,891,18272485440,command;modern;named;roman;dance;dream;ocean;armed;romance;cream;random;canoe;cameron;cared;demon;cedar;manor;conrad
14,246,5,12,8000,16,18,accompanied,2143,11,64218,92,66361,288,1012,19341311616,named;domain;dance;ocean;income;piano;maine;comic;maiden;copied;aimed;diana;canoe;panic;demon;academic;media
14,227,5,12,8000,16,19,performing,1838,10,60733,103,62571,304,1030,19592231520,former;foreign;region;perform;minor;prime;prior;roger;reform;finger;forming;reign;inform;grief;negro;ignore;prone;fringe
14,261,5,12,8000,16,18,revolution,2303,10,73807,97,76110,288,970,21262089600,until;route;novel;violent;outer;lover;virtue;evolution;oliver;outline;liver;unite;revolt;violet;inter;olive;tenor
14,204,5,12,8000,16,18,organization,1351,12,60847,100,62198,288,1200,21495628800,again;nation;train;training;grant;origin;giant;notion;grain;organ;antonio;aaron;ratio;ignorant;norton;noting;arizona
14,234,5,12,8000,16,21,estimated,1962,9,64111,108,66073,336,972,21578913216,state;times;ideas;stated;estate;taste;aside;dates;estimate;steam;items;admit;meets;seated;midst;aimed;tested;teams;amidst;media
14,255,5,12,8000,16,21,converted,2261,9,65053,110,67314,336,990,22391328960,never;covered;enter;centre;event;cover;recent;noted;center;tender;drove;convert;voted;nerve;decent;encore;erect;creed;tenor;dover
14,242,5,12,8000,16,20,suffering,2097,9,71649,109,73746,320,981,23150344320,using;figure;figures;nurse;suffer;finger;fingers;rings;reign;genius;fires;genus;grief;singer;ruins;risen;refusing;resign;fringe
14,247,5,12,8000,16,21,breakfast,2144,9,75513,105,77657,336,945,24657650640,after;takes;break;breast;bears;tears;rates;beast;basket;faster;breaks;fears;feast;areas;stake;baker;arabs;stark;streak;brake
14,220,5,12,8000,16,21,starting,1778,8,81117,113,82895,336,904,25178858880,start;train;artist;grant;saint;string;giant;grain;rings;strain;trains;stating;gains;grants;giants;traits;transit;grains;strait;rains
14,209,5,12,8000,16,23,creating,1657,8,71748,119,73405,368,952,25716414080,great;certain;train;range;grant;agent;grace;acting;eating;giant;trace;anger;grain;reign;retain;tiger;racing;granite;tragic;cigar;craig;inter
14,262,5,12,8000,16,21,adventure,2306,9,73593,113,75899,336,1017,25935599088,under;never;nature;turned;trade;enter;event;venture;tender;avenue;earned;eaten;nerve;veteran;venue;tavern;endure;advent;dante;tenure
14,210,5,12,8000,16,19,impossible,1660,10,83988,100,85648,304,1000,26036992000,possible;miles;simple;poems;smile;moses;slope;slopes;implies;poles;bless;limbs;loses;mobile;bliss;impose;spies;smiles
14,276,5,12,8000,16,22,explanation,2434,11,66689,114,69123,352,1254,30511445184,point;national;alone;nation;online;plant;plain;latin;explain;plate;piano;paint;pilot;plane;planet;alien;annie;linen;panel;plato;alpine
14,221,5,12,8000,16,21,intellectual,1780,12,71932,108,73712,336,1296,32098332672,little;until;title;latin;clean;uncle;cattle;alice;talent;allen;ellen;acute;elect;eaten;client;alien;lance;unite;niece;intellect
14,265,5,12,8000,16,23,pleasant,2348,8,95722,119,98070,368,952,34357451520,least;spent;plans;plant;plants;plate;santa;tales;plates;plane;planet;steal;naples;slept;panel;satan;peasant;planets;lanes;paste;panels;slate
14,293,5,12,8000,16,24,arrangement,2585,11,63933,131,66518,384,1441,36807336192,great;green;german;greater;enter;range;manner;meant;agree;grant;agent;manage;margaret;manager;anger;eager;arrange;eaten;regret;genre;arena;garment;nearer
14,228,5,12,8000,16,24,displayed,1860,9,84525,126,86385,384,1134,37616866560,daily;played;easily;ideas;display;ladies;plays;aside;leads;ideal;delay;yield;deadly;deals;saddle;sailed;slide;aided;daisy;yields;ideals;sadly;delays
14,231,5,12,8000,16,24,publication,1891,11,71551,124,73442,384,1364,38467156992,about;public;until;point;action;built;plant;plain;count;latin;obtain;piano;paint;cabin;pilot;topic;caution;panic;bacon;capitol;auction;plato;blunt
14,239,5,12,8000,16,26,companies,2035,9,81719,128,83754,416,1152,40137596928,since;means;comes;space;names;spain;copies;ocean;income;noise;poems;piano;simon;maine;opens;scope;mines;coins;mason;canoe;panic;impose;pains;pines;mains
14,289,5,12,8000,16,23,difficulties,2557,12,76851,124,79408,368,1488,43482550272,field;itself;difficult;cities;fields;duties;files;filed;stuff;suite;listed;lifted;suited;flies;cliff;cited;fluid;suicide;stiff;slide;cliffs;flute
14,248,5,12,8000,16,26,organized,2148,9,90070,138,92218,416,1242,47646458496,grand;doing;reading;garden;range;region;danger;gained;dozen;ridge;orange;anger;grain;reign;organ;grade;diego;negro;edgar;radio;ignore;daring;drain;organize;ranged
14,225,5,12,8000,16,27,purchase,1836,8,102696,134,104532,432,1072,48409187328,cause;space;search;share;reach;shape;sharp;phrase;races;spare;cheap;acres;chase;phase;crash;curse;purse;pause;sauce;cares;crush;spear;hears;scrap;preach;arches
14,281,5,12,8000,16,26,reception,2476,9,91913,140,94389,416,1260,49474938240,point;peter;price;enter;centre;piece;entire;prince;recent;notice;print;center;topic;receipt;encore;percent;pioneer;poetic;erect;pierce;irene;inter;niece;prone;tenor
14,274,5,12,8000,16,25,friendship,2416,10,88308,137,90724,400,1370,49716752000,friend;friends;finished;inside;fresh;irish;spend;finish;finds;pride;inspired;fired;hired;fires;shine;henri;risen;indies;fisher;shrine;inspire;spider;pines;rhine
14,207,5,12,8000,16,26,department,1649,10,82827,144,84476,416,1440,50604503040,matter;trade;named;peter;enter;meant;dream;treated;attend;armed;treat;tender;parent;pattern;repeat;earned;patent;eaten;renamed;depart;termed;temper;pretend;parted;dante
14,211,5,12,8000,16,25,registered,1666,10,106628,139,108294,400,1390,60211464000,degree;tried;trees;desire;degrees;retired;desert;ridge;tired;tries;siege;tiger;retire;regret;edges;rider;register;riders;greeted;reside;rested;tigers;digest;rites
14,271,5,12,8000,16,27,industrial,2388,10,99766,138,102154,432,1380,60900128640,until;island;stand;india;train;trial;latin;saint;lands;turns;trail;strain;trials;trains;austin;ruins;adult;units;nails;sultan;drain;slain;insult;rains;rails;ritual
14,230,5,12,8000,16,28,essential,1885,9,107619,139,109504,448,1251,61371297792,least;lines;sense;latin;saint;senate;silent;steel;listen;sites;seats;sales;tales;saints;lists;steal;eaten;alien;lease;nails;seals;slain;lanes;sails;tense;seine;slate
14,280,5,12,8000,16,28,separated,2473,9,101868,148,104341,448,1332,62264030976,parts;trade;peter;trees;separate;spread;speed;apart;desert;dates;tears;rates;repeat;spare;reads;areas;seated;steep;depart;easter;spear;trades;peers;paste;rested;parted;peters
14,258,5,12,8000,16,27,establish,2274,9,117809,136,120083,432,1224,63496047744,least;table;basis;sites;seats;tables;sales;tales;beast;stable;habit;habits;lists;steal;blast;ashes;bless;bliss;bases;beasts;seals;isabel;sails;baths;albeit;slate
14,251,5,12,8000,16,27,instrument,2195,10,106233,137,108428,432,1370,64172027520,times;terms;minutes;trust;minute;turns;inner;nurse;items;suite;merit;intent;stern;mines;tries;ruins;risen;units;unite;merits;tents;tennis;inter;utter;rites;insert
14,238,5,12,8000,16,29,understood,2020,10,89325,152,91345,464,1520,64423801600,under;round;sound;turned;stone;notes;store;stood;route;noted;doors;turns;outer;sudden;nurse;roots;stored;stern;tones;sooner;rounded;donors;sounded;rounds;tends;routes;tenor;rooted
14,266,5,12,8000,16,24,occasionally,2350,12,108640,131,110990,384,1572,66998891520,social;local;calls;occasion;colony;occasional;canal;loyal;colonial;isaac;coins;lions;salon;silly;sally;allan;collins;nails;loans;slain;noisy;saloon;lyons
14,219,5,12,8000,16,28,previously,1775,10,102721,146,104496,448,1460,68348743680,previous;silver;lives;rules;louis;prove;reply;loves;lover;survey;virus;oliver;lovers;slope;yours;surely;louise;purely;pulse;prose;ivory;purse;liver;proves;poles;olive;ropes
14,272,5,12,8000,16,27,comparison,2391,10,116691,137,119082,432,1370,70477490880,paris;spain;roman;rooms;prison;corps;minor;piano;simon;romans;crops;poison;coins;mason;pairs;crimson;panic;marion;cairo;pains;oscar;carson;rains;manor;scrap;mains
14,201,5,12,8000,16,26,distribution,740,12,105974,134,106714,416,1608,71383982592,round;sound;trust;bound;birds;doubt;turns;studio;robin;bonds;burst;ruins;burnt;button;burns;units;burton;doubts;rounds;bounds;stout;tutor;robust;trout;tourist
14,282,5,12,8000,16,28,compliance,2501,10,110896,142,113397,448,1420,72138635520,place;alone;claim;police;plain;clean;ocean;income;email;alice;piano;maine;plane;comic;milan;alien;canoe;panic;lance;ample;panel;pencil;complain;camel;cecil;alpine;maple
14,249,5,12,8000,16,28,afterwards,2150,10,108651,148,110801,448,1480,73465495040,after;water;trade;waters;aware;waste;dates;tears;rates;arrest;reward;faster;fears;reads;feast;areas;warfare;draws;afterward;straw;swear;wasted;wears;trades;sweat;award;trader
14,202,5,12,8000,16,29,particularly,834,12,96324,164,97158,464,1968,88720022016,party;particular;april;capital;actually;carry;italy;trial;actual;apart;partly;truly;trail;array;rural;laura;partial;typical;partially;clara;altar;purity;rally;lyric;pillar;racial;ritual;paula
14,216,5,12,8000,16,33,apparently,1727,10,96072,176,97799,528,1760,90882654720,party;early;later;paper;nearly;appear;learn;plant;apply;appeal;apart;partly;reply;plate;apparent;entry;parent;plenty;apple;plane;player;penalty;alter;planet;alert;layer;altar;arena;panel;learnt;pearl;apparel
14,299,5,12,8000,16,31,improvement,2611,11,95667,170,98278,496,1870,91154810560,never;point;peter;enter;entire;movement;moment;event;prevent;print;remove;prove;empire;remote;permit;minor;prime;improve;merit;vermont;nerve;import;monte;motive;pioneer;temper;irene;inter;prone;tenor
14,296,5,12,8000,16,30,preparation,2593,11,105579,165,108172,480,1815,94239446400,point;paper;report;appear;train;proper;print;apart;partner;apparent;prior;piano;paint;opera;repair;parent;retain;painter;porter;aaron;ratio;patron;arena;appoint;inter;pirate;prone;printer;tenor
14,243,5,12,8000,16,33,americans,2125,9,116685,175,118810,528,1575,98802396000,since;american;means;america;names;remain;remains;crime;raise;maria;marie;races;maine;acres;crimes;marine;arise;cream;mines;areas;armies;isaac;caesar;risen;arena;cares;camera;cries;scream;rains;marian;mains
14,288,5,12,8000,16,33,selection,2549,9,110536,184,113085,528,1656,98877905280,since;close;lines;section;stone;scene;notes;license;notice;election;silent;steel;noise;listen;silence;select;stolen;tones;elections;cents;elect;coins;client;lions;stole;notices;clients;scent;niece;closet;tense;seine
14,256,5,12,8000,16,31,reputation,2269,10,131897,167,134166,496,1670,1.11132E+11,point;nature;train;print;route;patient;treat;outer;piano;paint;opera;parent;pattern;retain;patent;painter;ratio;patron;rotten;unite;tutor;trout;patriot;inter;pirate;prone;utter;tenor;puerto;potent
14,284,5,12,8000,16,31,reasonable,2514,10,139923,162,142437,496,1620,1.14451E+11,reason;alone;learn;labor;noble;bears;enable;bones;orleans;baron;arose;areas;rebel;borne;aaron;salon;rebels;solar;arena;enables;lease;beans;arabs;eleanor;loans;lanes;barnes;learns;nobles;sober
14,205,5,12,8000,16,30,construction,1521,12,124427,164,125948,480,1968,1.18976E+11,court;trust;union;count;scott;occur;turns;courts;cotton;roots;occurs;cousin;notion;strict;ruins;coins;counts;units;circus;stout;construct;tutor;notions;curtis;trout;norton;scout;unions;tourist
14,212,5,12,8000,16,33,historical,1671,10,134696,173,136367,528,1730,1.24563E+11,short;social;coast;chair;christ;trial;irish;trail;cloth;shirt;historic;actor;trials;chairs;scholar;actors;crash;sailor;ratio;chart;chris;choir;solar;ascii;cairo;carlos;oscar;coats;carlo;torch;rails;charts
14,268,5,12,8000,16,32,pennsylvania,2359,12,140195,163,142554,512,1956,1.42764E+11,lines;lives;easily;spain;plans;plain;alive;plays;slave;naval;plains;vienna;plane;naples;alien;penny;evans;annie;linen;veins;panel;nails;pains;sylvia;insane;avail;slain;lanes;pines;panels;alpine
14,260,5,12,8000,16,32,instructions,2291,12,135557,179,137848,512,2148,1.51602E+11,court;cross;trust;union;count;costs;scott;turns;courts;instruction;crisis;cousin;strict;consist;sorts;ruins;coins;suits;counts;units;stout;tutor;curtis;trout;scout;instinct;unions;scouts;cousins;insist;tourist
14,250,5,12,8000,16,34,enterprise,2168,10,155627,186,157795,544,1860,1.59663E+11,present;peter;enter;entire;spent;trees;print;represent;priest;pierre;spite;strip;stern;tries;steep;enters;retire;risen;ernest;prints;trips;irene;inter;peers;printer;pines;tense;seine;entries;serpent;rites;peters;insert
14,217,5,12,8000,16,38,generation,1754,10,130974,204,132728,608,2040,1.64625E+11,great;green;enter;entire;nation;train;range;region;agree;grant;agent;inner;entering;engine;eating;giant;orange;anger;grain;reign;organ;retain;eager;tiger;eaten;ratio;negro;genre;granite;annie;ignorant;earning;ignore;noting;irene;inter;tenor
14,290,5,12,8000,16,41,teachers,2565,8,140716,219,143281,656,1752,1.64675E+11,there;these;three;heart;earth;search;share;reach;secret;trees;create;teacher;teach;hearts;sheet;tears;races;trace;rates;chest;acres;chase;crash;reaches;cease;traces;chester;chart;crest;sheer;easter;cares;teaches;erect;cheer;esther;creates;hears;charts;arches
14,270,5,12,8000,16,36,translation,2372,11,136830,198,139202,576,2178,1.74633E+11,national;start;total;station;nation;train;nations;trial;artist;latin;saint;trail;instant;santa;strain;trials;trains;altar;rational;aaron;lions;sailor;salon;ratio;solar;traits;attain;satan;nails;transit;loans;slain;strait;rains;rails
14,223,5,12,8000,16,42,dangerous,1822,9,140940,228,142762,672,2052,1.96861E+11,under;around;round;sound;ground;reason;grand;garden;range;guard;danger;sugar;roads;grounds;gardens;nurse;orange;anger;usage;organ;urged;grade;guards;argued;reads;arose;genus;argue;surgeon;drugs;negro;ranges;organs;edgar;dangers;rounds;grades;rouge;agnes;undergo;ranged
14,298,5,12,8000,16,40,considering,2609,11,129326,228,131935,640,2508,2.11772E+11,since;second;doing;design;inside;region;consider;decision;signed;origin;dinner;rising;score;noise;sending;regions;inner;riding;ending;codes;ridge;rings;reign;senior;dining;diego;singer;coins;encoding;negro;risen;rigid;cried;indies;ignore;cries;dennis;resign;residing
14,297,5,12,8000,16,40,nevertheless,2606,12,137358,215,139964,640,2580,2.31109E+11,there;these;three;never;events;seven;sense;enter;event;serve;trees;steel;severe;vessel;sheet;helen;eleven;verse;shelter;serves;stern;seventh;sheets;enters;verses;lesser;nerve;steve;sheer;ernest;heels;sleeve;esther;nerves;rests;stevens;lever;steele;tense
14,294,5,12,8000,16,43,encouraged,2590,10,147474,231,150064,688,2310,2.38494E+11,under;around;round;ground;green;grand;garden;range;agreed;dance;agree;guard;grace;ocean;danger;reduce;courage;encourage;orange;anger;earned;organ;urged;grade;cargo;argued;eager;argue;negro;canoe;edgar;genre;encore;crude;cared;rouge;cedar;creed;endure;undergo;ranged;conrad
14,283,5,12,8000,16,46,purchased,2510,9,172561,243,175071,736,2187,2.818E+11,cause;space;heard;search;share;reach;caused;spread;shape;heads;sharp;purchase;shared;phrase;sacred;cards;races;pushed;spare;cheap;acres;chase;phase;shade;reads;crash;shaped;rushed;curse;crushed;purse;pause;sauce;cares;crude;cared;crush;spear;cedar;scared;hears;cursed;scrap;preach;arches
14,259,5,12,8000,16,42,instruments,2282,11,170435,224,172717,672,2464,2.85986E+11,times;terms;minutes;trust;sister;minute;issue;turns;inner;instrument;sites;nurse;items;suite;merit;intent;users;stern;sunset;mines;rises;tries;resist;ruins;tests;suits;risen;tissue;units;nurses;unite;sunrise;merits;tents;tennis;rests;stems;inter;utter;rites;insert
14,229,5,12,8000,16,49,volunteers,1861,10,172181,263,174042,784,2630,3.58861E+11,never;result;events;seven;stone;enter;rules;event;serve;trees;notes;store;route;steel;turns;novel;venture;outer;loves;lover;nurse;votes;verse;volunteer;nervous;stolen;stern;tones;lovers;novels;resolve;enters;nerve;ensure;steve;stole;venus;ernest;routes;revolt;nerves;venue;voters;stove;lever;tenor;tense;tenure
14,215,5,12,8000,16,46,responsible,1726,11,196715,250,198441,736,2750,4.01645E+11,person;possible;lines;sense;series;persons;press;sleep;prison;noble;noise;response;berlin;bones;roses;senior;robin;opens;lesson;slope;rises;rebel;borne;lesser;lions;rebels;prose;risen;slopes;poles;replies;pioneer;bless;loses;bliss;sensible;irene;spies;peers;prone;pines;seine;nobles;ropes;sober
14,300,5,12,8000,16,51,processing,2616,10,175368,287,177984,816,2870,4.16824E+11,since;person;spring;cross;process;price;persons;prince;congress;copies;region;press;songs;prison;signs;score;noise;corps;regions;princess;springs;crossing;gross;prices;rings;reign;roses;senior;opens;scope;crops;rises;pressing;singer;coins;negro;princes;prose;risen;gossip;corpse;sings;ignore;singers;cries;spies;prone;pines;resign;ropes
14,203,5,12,8000,16,48,requirements,1301,12,183170,263,184471,768,3156,4.47122E+11,times;return;terms;minutes;quite;enter;entire;request;queen;trees;minute;require;requires;quiet;turns;returns;enemies;nurse;items;suite;merit;meets;stern;mines;tries;enters;quest;ruins;retire;resume;ensure;turner;risen;ernest;units;queer;unite;merits;esteem;irene;inter;tense;seine;entries;rites;tenure;insert
14,208,5,12,8000,16,51,replacement,1654,11,181537,277,183191,816,3047,4.55477E+11,place;later;clear;peace;peter;learn;enter;centre;recent;meant;plant;central;mental;create;clean;temple;center;element;metal;plate;replace;trace;parent;repeat;cream;eternal;plane;alter;planet;relate;alert;elect;eaten;realm;carpet;percent;lance;erect;ample;panel;palmer;clare;learnt;parcel;temper;pearl;mantle;camel;cement;maple
14,267,5,12,8000,16,51,educational,2355,11,180209,285,182564,816,3135,4.67028E+11,could;united;until;action;education;alone;located;notice;dance;include;count;latin;actual;clean;noted;ocean;ideal;uncle;detail;noticed;daniel;cloud;alice;acted;canal;counted;donate;dealt;outline;acute;adult;cited;client;alien;diana;lined;canoe;caution;candle;induce;laden;claude;lance;unite;aloud;denial;auction;outlined;dante;dialect
14,286,5,12,8000,16,52,directions,2528,10,181334,306,183862,832,3060,4.68098E+11,since;second;section;stone;direct;tried;direction;inside;notes;credit;store;consider;cities;notice;edition;decision;noted;score;noise;editions;editor;noticed;codes;doctrine;tired;stored;senior;stern;tones;cents;escort;tries;indirect;coins;cited;crest;risen;discretion;cried;editors;indies;tends;notices;cries;scent;inter;sector;tenor;doctrines;rites;insert
14,236,5,12,8000,16,59,authorities,2006,11,194063,313,196069,944,3443,6.37262E+11,their;other;those;house;state;others;short;south;heart;hours;author;earth;start;horse;share;trust;truth;store;artist;irish;route;shore;raise;taste;authors;hearts;treat;outer;tears;rates;suite;throat;arise;shirt;statue;threat;arose;thrust;tries;stuart;threats;ratio;traits;shout;routes;stout;tutor;trout;hears;strait;utter;treats;satire;tourist;theirs;truths;rites;ashore
